name,ATPRank,games,wins,loses,players_odds,indoors_win,indoors_loss,outdoors_win,outdoors_loss,ratio_win,players_indoors_win_ratio,players_outdoors_win_ratio
Whittington A.,210,5,2,3,3.5875000000000004,0,0,2,3,0.4,,0.4
Widom T.,232,10,5,5,3.8833333333333333,2,1,3,4,0.5,0.6666666666666666,0.42857142857142855
Williams R.,220,25,7,18,3.6675,1,1,6,17,0.28,0.5,0.2608695652173913
Willis M.,772,2,1,1,14.875,0,0,1,1,0.5,,0.5
Wilson B.,249,5,1,4,,1,2,0,2,0.2,0.3333333333333333,0.0
Witten J.,186,10,2,8,5.2275,0,2,2,6,0.2,0.0,0.25
Wolf J.J.,45,75,39,36,2.4885042735042733,8,6,31,30,0.52,0.5714285714285714,0.5081967213114754
Wolmarans F.,261,3,1,2,2.0425,0,0,1,2,0.3333333333333333,,0.3333333333333333
Wu D.,339,24,4,20,5.29425,0,0,4,20,0.16666666666666666,,0.16666666666666666
Wu T.L.,175,6,1,5,3.911,0,0,1,5,0.16666666666666666,,0.16666666666666666
Wu Y.,90,36,15,21,2.8138095238095238,5,0,10,21,0.4166666666666667,1.0,0.3225806451612903
Xu J.C.,594,1,0,1,,0,0,0,1,0.0,,0.0
Yang T.H.,249,4,0,4,,0,1,0,3,0.0,0.0,0.0
Yani M.,238,17,4,13,4.1431818181818185,1,2,3,11,0.23529411764705882,0.3333333333333333,0.21428571428571427
Ymer E.,186,81,24,57,3.052780320366133,3,11,21,46,0.2962962962962963,0.21428571428571427,0.31343283582089554
Ymer M.,59,130,58,72,2.8642217432950194,18,23,40,49,0.4461538461538462,0.43902439024390244,0.449438202247191
Yoo D.,0,1,0,1,,0,0,0,1,0.0,,0.0
Young D.,327,312,125,187,3.0380895652173914,22,28,103,159,0.40064102564102566,0.44,0.3931297709923664
Youzhny A.,18,1,0,1,,0,1,0,0,0.0,0.0,
Youzhny M.,110,718,390,328,2.287147573898494,108,65,282,263,0.5431754874651811,0.6242774566473989,0.5174311926605505
Youzhny M. ,23,5,4,1,3.02125,4,1,0,0,0.8,0.8,
Yu X.Y.,515,2,0,2,,0,0,0,2,0.0,,0.0
Yuksel A.,507,1,0,1,,0,0,0,1,0.0,,0.0
Zabaleta M.,118,114,58,56,2.130133267195767,1,3,57,53,0.5087719298245614,0.25,0.5181818181818182
Zampieri C.,316,3,1,2,3.4375,0,0,1,2,0.3333333333333333,,0.3333333333333333
Zapata Miralles B.,54,80,32,48,2.746302083333333,1,6,31,42,0.4,0.14285714285714285,0.4246575342465753
Zayed M. S.,1855,1,0,1,,0,0,0,1,0.0,,0.0
Zayed M.S.,0,1,0,1,,0,0,0,1,0.0,,0.0
Zayid M.,0,1,0,1,,0,0,0,1,0.0,,0.0
Zayid M. S.,1512,1,0,1,,0,0,0,1,0.0,,0.0
Zayid M.S.,0,2,0,2,,0,0,0,2,0.0,,0.0
Zeballos H.,149,217,87,130,3.107203041144902,12,17,75,113,0.4009216589861751,0.41379310344827586,0.39893617021276595
Zeballos H. ,42,1,0,1,,0,1,0,0,0.0,0.0,
Zekic M.,316,3,1,2,5.725,0,0,1,2,0.3333333333333333,,0.3333333333333333
Zemlja G.,151,64,28,36,3.9875357142857144,8,7,20,29,0.4375,0.5333333333333333,0.40816326530612246
Zeng S.X.,393,5,1,4,6.88375,0,0,1,4,0.2,,0.2
Zeppieri G.,129,13,4,9,3.33125,0,1,4,8,0.3076923076923077,0.0,0.3333333333333333
Zhang Z.,187,15,4,11,6.704545454545454,0,0,4,11,0.26666666666666666,,0.26666666666666666
Zhang Ze,216,11,1,10,5.4185,0,0,1,10,0.09090909090909091,,0.09090909090909091
Zhang Ze.,179,2,0,2,,0,0,0,2,0.0,,0.0
Zhang Zh.,53,44,20,24,3.147125,1,2,19,22,0.45454545454545453,0.3333333333333333,0.4634146341463415
Zhu B.Q.,646,3,1,2,3.915,0,0,1,2,0.3333333333333333,,0.3333333333333333
Zhukayev B.,258,2,0,2,,0,1,0,1,0.0,0.0,0.0
Ziadi M.,757,5,0,5,,0,0,0,5,0.0,,0.0
Zib T.,292,88,28,60,3.160857279693487,2,10,26,50,0.3181818181818182,0.16666666666666666,0.34210526315789475
Zimonjic N.,520,7,2,5,,0,1,2,4,0.2857142857142857,0.0,0.3333333333333333
Zitko R.,487,1,0,1,,0,0,0,1,0.0,,0.0
Zlatanovic A.,1421,1,0,1,,0,0,0,1,0.0,,0.0
Zopp J.,133,47,16,31,3.862862903225807,5,10,11,21,0.3404255319148936,0.3333333333333333,0.34375
Zovko L.,769,5,2,3,4.0925,1,2,1,1,0.4,0.3333333333333333,0.5
Zuk K.,172,3,0,3,,0,2,0,1,0.0,0.0,0.0
Zverev A.,19,500,346,154,1.9151367400715227,60,31,286,123,0.692,0.6593406593406593,0.6992665036674817
Zverev A. ,7,4,2,2,2.175,2,2,0,0,0.5,0.5,
Zverev M.,280,333,134,199,2.943071314650262,40,45,94,154,0.4024024024024024,0.47058823529411764,0.3790322580645161
de Chaunac S.,312,19,5,14,3.673741666666667,3,5,2,9,0.2631578947368421,0.375,0.18181818181818182
de Voest R.,135,25,10,15,3.4460583333333332,4,5,6,10,0.4,0.4444444444444444,0.375
di Mauro A.,135,48,14,34,3.216263221153846,0,1,14,33,0.2916666666666667,0.0,0.2978723404255319
di Pasquale A.,228,12,3,9,2.7195,0,0,3,9,0.25,,0.25
van Gemerden M.,106,10,4,6,3.455,0,0,4,6,0.4,,0.4
van Lottum J.,493,17,3,14,2.726,1,1,2,13,0.17647058823529413,0.5,0.13333333333333333
van Scheppingen D.,278,27,8,19,2.984394736842105,3,4,5,15,0.2962962962962963,0.42857142857142855,0.25
van der Meer N.,620,1,0,1,,0,0,0,1,0.0,,0.0
